IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID
baezpe01,Pedro Baez,"Mar 11, 1988",Pedro,Baez,LAD,NL,P,5420,Pedro Baez,520980,Pedro Baez,1670544,Pedro Baez,baezp001,baezpe01,9695,Pedro Baez,30694,Pedro Baez,,BAEZ19880311A,55520,9695,Pedro Báez,"Baez, Pedro",R,R,,"Baez, Pedro",,Pedro Baez,13025,Pedro Baez,4879,
bailean01,Andrew Bailey,"May 31, 1984",Andrew,Bailey,LAA,AL,P,1368,Andrew Bailey,457732,Andrew Bailey,1655624,Andrew Bailey,baila001,bailean01,8440,Andrew Bailey,30096,Andrew Bailey,,BAILEY19840531A,51989,8440,Andrew Bailey,"Bailey, Andrew",R,R,,"Bailey, Andrew",,,,Andrew Bailey,4022,
baileho02,Homer Bailey,"May 3, 1986",Homer,Bailey,CIN,NL,P,8362,Homer Bailey,456701,Homer Bailey,583492,Homer Bailey,bailh001,baileho02,7944,Homer Bailey,28668,Homer Bailey,,BAILEY19860503A,45612,7944,Homer Bailey,"Bailey, Homer",R,R,Homer Bailey,"Bailey, Homer",8308,Homer Bailey,5790,Homer Bailey,1085,2493
bakerje03,Jeff Baker,"Jun 21, 1981",Jeff,Baker,MIA,NL,1B,2073,Jeff Baker,425557,Jeff Baker,390794,Jeff Baker,bakej001,bakerje03,7041,Jeff Baker,5371,Jeff Baker,Jeff Baker,BAKER19810621A,45387,7041,Jeff Baker,"Baker, Jeff",R,R,Jeff Baker,"Baker, Jeff",7346,Jeff Baker,5453,Jeff Baker,7271,
bakerjo01,John Baker,"Jan 20, 1981",John,Baker,CHC,NL,C,4756,John Baker,434633,John Baker,532994,John Baker,bakej002,bakerjo01,8297,John Baker,29183,John Baker,,BAKER19810120A,32395,8297,John Baker,"Baker, John",L,R,John Baker,"Baker, John",7703,,,,776,
bakersc02,Scott Baker,"Sep 19, 1981",Scott,Baker,LAD,NL,P,6176,Scott Baker,435044,Scott Baker,546225,Scott Baker,bakes002,bakersc02,7533,Scott Baker,6261,Scott Baker,,BAKER19810919A,45498,7533,Scott Baker,"Baker, Scott",R,R,,"Baker, Scott",,Scott Baker,5674,Scott Baker,3134,
balesco01,Collin Balester,"Jun 6, 1986",Collin,Balester,CIN,NL,P,6883,Collin Balester,444446,Collin Balester,1262856,Collin Balester,balec001,balesco01,8184,Collin Balester,28967,Collin Balester,,BALESTER19860606A,45673,8184,Collin Balester,"Balester, Collin",R,R,,"Balester, Collin",,,,,1356,
balfogr01,Grant Balfour,"Dec 30, 1977",Grant,Balfour,TB,AL,P,718,Grant Balfour,346797,Grant Balfour,223474,Grant Balfour,balfg001,balfogr01,6765,Grant Balfour,4811,Grant Balfour,,BALFOUR19771230A,16715,6765,Grant Balfour,"Balfour, Grant",R,R,Grant Balfour,"Balfour, Grant",6561,,,,1432,
bandyje01,Jett Bandy,"Mar 26, 1990",Jett,Bandy,LAA,AL,C,12508,Jett Bandy,542908,Jett Bandy,,,,bandyje01,,,32056,Jett Bandy,,,,,,,R,R,,"Bandy, Jett",,,,,,
banuema01,Manny Banuelos,"Mar 13, 1991",Manny,Banuelos,ATL,NL,P,5365,Manuel Banuelos,544365,Manny Banuelos,1799265,Manny Banuelos,,banuema01,8865,,31123,Manny Banuelos,,,58044,8865,Manny Bañuelos,"Banuelos, Manny",R,L,,"Banuelos, Manny",,Manny Banuelos,12937,Manny Banuelos,8664,3948
barajro01,Rod Barajas,"Sep 5, 1975",Rod,Barajas,N/A,N/A,C,45,Rod Barajas,150148,Rod Barajas,22234,Rod Barajas,barar001,barajro01,6368,Rod Barajas,4207,Rod Barajas,,BARAJAS19750905A,280,6368,Rod Barajas,"Barajas, Rod",R,R,,"Barajas, Rod",,,,,7236,
bardda01,Daniel Bard,"Jun 25, 1985",Daniel,Bard,CHC,NL,P,7115,Daniel Bard,453268,Daniel Bard,1662777,Daniel Bard,bardd001,bardda01,8470,Daniel Bard,30158,Daniel Bard,,BARD19850625A,55530,8470,Daniel Bard,"Bard, Daniel",R,R,,"Bard, Daniel",,,,,1626,
barmecl01,Clint Barmes,"Mar 6, 1979",Clint,Barmes,KC,AL,SS,1830,Clint Barmes,425549,Clint Barmes,292678,Clint Barmes,barmc001,barmecl01,7231,Clint Barmes,5798,Clint Barmes,Clint Barmes,BARMES19790306A,32450,7231,Clint Barmes,"Barmes, Clint",R,R,Clint Barmes,"Barmes, Clint",7393,Clint Barmes,5083,Clint Barmes,1137,
barnebr02,Brandon Barnes,"May 15, 1986",Brandon,Barnes,COL,NL,OF,629,Brandon Barnes,488681,Brandon Barnes,1740907,Brandon Barnes,barnb002,barnebr02,9263,Brandon Barnes,30732,Brandon Barnes,,BARNES19860515A,49251,9263,Brandon Barnes,"Barnes, Brandon",R,R,Brandon Barnes,"Barnes, Brandon",11831,Brandon Barnes,13751,Brandon Barnes,4794,
barneda01,Darwin Barney,"Nov 8, 1985",Darwin,Barney,TOR,AL,SS,2430,Darwin Barney,446381,Darwin Barney,1599166,Darwin Barney,barnd001,barneda01,8787,Darwin Barney,29567,Darwin Barney,Darwin Barney,BARNEY19851108A,57645,8787,Darwin Barney,"Barney, Darwin",R,R,Darwin Barney,"Barney, Darwin",,Darwin Barney,12499,Darwin Barney,5580,
barneja01,Jacob Barnes,"Apr 14, 1990",Jacob,Barnes,MIL,NL,P,12323,Jacob Barnes,606930,Jacob Barnes,,,,barneja01,,,34868,Jacob Barnes,,,,,,,R,R,,"Barnes, Jacob",,,,,,
barnema01,Matt Barnes,"Jun 17, 1990",Matt,Barnes,BOS,AL,P,12863,Matt Barnes,598264,Matt Barnes,1947821,,,barnema01,9333,,32147,Matt Barnes,,,70758,,,"Barnes, Matt",R,R,,"Barnes, Matt",,,,,,
barnesc01,Scott Barnes,"Sep 5, 1987",Scott,Barnes,TOR,AL,P,8718,Scott Barnes,488683,Scott Barnes,1666820,Scott Barnes,barns002,barnesc01,9199,Scott Barnes,30789,Scott Barnes,,BARNES19870905A,58048,9199,Scott Barnes,"Barnes, Scott",L,L,,"Barnes, Scott",,,,,5350,
barnhtu01,Tucker Barnhart,"Jan 7, 1991",Tucker,Barnhart,CIN,NL,C,10200,Tucker Barnhart,571466,Tucker Barnhart,1803883,,,barnhtu01,9664,,31173,Tucker Barnhart,,,59592,,,,B,R,,"Barnhart, Tucker",,Tucker Barnhart,13304,Tucker Barnhart,12532,
barnhtu01,Tucker Barnhart,"Jan 7, 1991",Tucker,Barnhart,CIN,NL,C,10200,Tucker Barnhart,571466,Tucker Barnhart,,,,barnhtu01,,,31173,Tucker Barnhart,,,,,,,B,R,,"Barnhart, Tucker",,,,,,
barraky01,Kyle Barraclough,"May 23, 1990",Kyle,Barraclough,MIA,NL,P,13713,Kyle Barraclough,607457,Kyle Barraclough,2186085,,,barraky01,10045,,34830,Kyle Barraclough,,,71177,,,,R,R,,"Barraclough, Kyle",,Kyle Barraclough,64446,Kyle Barraclough,18557,
barreaa01,Aaron Barrett,"Jan 2, 1988",Aaron,Barrett,WAS,NL,P,11243,Aaron Barrett,502578,Aaron Barrett,2052550,Aaron Barrett,barra001,barreaa01,9650,Aaron Barrett,33005,Aaron Barrett,,BARRETT19880102A,65829,9650,Aaron Barrett,"Barrett, Aaron",R,R,,"Barrett, Aaron",,Aaron Barrett,39076,Aaron Barrett,13631,
barrefr01,Franklin Barreto,"Feb 27, 1996",Franklin,Barreto,OAK,AL,SS,sa739765,Franklin Barreto,620439,Franklin Barreto,,,,barrefr01,,,33226,Franklin Barreto,,,,,,,R,R,,"Barreto, Franklin",,,,,18320,
barreja01,Jake Barrett,"Jul 22, 1991",Jake,Barrett,ARI,NL,P,13322,Jake Barrett,545332,Jake Barrett,2078663,,,barreja01,10113,,33120,Jake Barrett,,,99823,,,"Barrett, Jake",R,R,,"Barrett, Jake",,,,,,
bartlja01,Jason Bartlett,"Oct 30, 1979",Jason,Bartlett,MIN,AL,SS,8219,Jason Bartlett,430583,Jason Bartlett,392862,Jason Bartlett,bartj001,bartlja01,7388,Jason Bartlett,6044,Jason Bartlett,,BARTLETT19791030A,32500,7388,Jason Bartlett,"Bartlett, Jason",R,R,,"Bartlett, Jason",,,,,10979,
bartoda02,Daric Barton,"Aug 16, 1985",Daric,Barton,N/A,N/A,1B,5928,Daric Barton,435558,Daric Barton,546496,Daric Barton,bartd001,bartoda02,7635,Daric Barton,6397,Daric Barton,Daric Barton,BARTON19850816A,45389,7635,Daric Barton,"Barton, Daric",L,R,Daric Barton,"Barton, Daric",,,,,1030,
bassan01,Anthony Bass,"Nov 1, 1987",Anthony,Bass,SEA,AL,P,7982,Anthony Bass,542914,Anthony Bass,1793606,Anthony Bass,bassa001,bassan01,8965,Anthony Bass,31144,Anthony Bass,,BASS19871101A,58823,8965,Anthony Bass,"Bass, Anthony",R,R,,"Bass, Anthony",,Anthony Bass,13404,Anthony Bass,4817,
bassich01,Chris Bassitt,"Feb 22, 1989",Chris,Bassitt,OAK,AL,P,12304,Chris Bassitt,605135,Chris Bassitt,2114418,Chris Bassitt,bassc001,bassich01,9799,,33148,Chris Bassitt,,,69516,9799,Chris Bassitt,"Bassitt, Chris",R,R,Chris Bassitt,"Bassitt, Chris",,Chris Bassitt,53067,Chris Bassitt,18398,4732
bastaan01,Antonio Bastardo,"Sep 21, 1985",Antonio,Bastardo,PIT,NL,P,8844,Antonio Bastardo,455374,Antonio Bastardo,1618624,Antonio Bastardo,basta001,bastaan01,8503,Antonio Bastardo,30105,Antonio Bastardo,,BASTARDO19850921A,52360,8503,Antonio Bastardo,"Bastardo, Antonio",R,L,Antonio Bastardo,"Bastardo, Antonio",10014,Antonio Bastardo,5824,Antonio Bastardo,4545,
batismi01,Miguel Batista,"Feb 19, 1971",Miguel,Batista,N/A,N/A,P,46,Miguel Batista,110683,Miguel Batista,8217,Miguel Batista,batim001,batismi01,4815,Miguel Batista,2657,Miguel Batista,,BATISTA19710219A,282,,,"Batista, Miguel",R,R,,"Batista, Miguel",,,,,15153,
bauertr01,Trevor Bauer,"Jan 17, 1991",Trevor,Bauer,CLE,AL,P,12703,Trevor Bauer,545333,Trevor Bauer,1852623,Trevor Bauer,bauet001,bauertr01,9122,Trevor Bauer,32014,Trevor Bauer,,BAUER19910117A,70335,9122,Trevor Bauer,"Bauer, Trevor",R,R,Trevor Bauer,"Bauer, Trevor",12125,Trevor Bauer,16959,Trevor Bauer,18112,
bautijo02,Jose Bautista,"Oct 19, 1980",Jose,Bautista,TOR,AL,OF,1887,Jose Bautista,430832,Jose Bautista,392528,Jose Bautista,bautj002,bautijo02,7264,Jose Bautista,5890,Jose Bautista,Jose Bautista,BAUTISTA19801019A,32570,7264,Jose Bautista,"Bautista, Jose",R,R,Jose Bautista,"Bautista, Jose",7318,Jose Bautista,5564,Jose Bautista,8866,897
baxtemi01,Mike Baxter,"Dec 7, 1984",Mike,Baxter,CHC,NL,OF,4464,Mike Baxter,488689,Mike Baxter,1200050,Mike Baxter,baxtm001,baxtemi01,8820,Mike Baxter,29723,Mike Baxter,,BAXTER19841207A,49255,8820,Mike Baxter,"Baxter, Mike",L,R,Mike Baxter,"Baxter, Mike",,Mike Baxter,12582,,1971,
bayja01,Jason Bay,"Sep 20, 1978",Jason,Bay,N/A,N/A,OF,1717,Jason Bay,424726,Jason Bay,390795,Jason Bay,bay-j001,bayja01,7143,Jason Bay,5496,Jason Bay,,BAY19780920A,31518,7143,Jason Bay,"Bay, Jason",R,R,,"Bay, Jason",,,,,15223,
beachbr01,Brandon Beachy,"Sep 3, 1986",Brandon,Beachy,LAD,NL,P,8851,Brandon Beachy,545404,Brandon Beachy,1770803,Brandon Beachy,beacb001,beachbr01,8837,Brandon Beachy,30962,Brandon Beachy,,BEACHEY19860903A,58054,8837,Brandon Beachy,"Beachy, Brandon",R,R,,"Beachy, Brandon",,Brandon Beachy,12676,Brandon Beachy,5156,
beavabl01,Blake Beavan,"Jan 17, 1989",Blake,Beavan,SEA,AL,P,338,Blake Beavan,518444,Blake Beavan,1755140,Blake Beavan,beavb001,beavabl01,8981,Blake Beavan,31018,Blake Beavan,,BEAVAN19890117A,57741,8981,Blake Beavan,"Beavan, Blake",R,R,,"Beavan, Blake",,,,,7840,
beckch01,Chad Beck,"Jan 17, 1985",Chad,Beck,N/A,N/A,P,9258,Chad Beck,444447,Chad Beck,1895572,Chad Beck,beckc001,beckch01,9071,Chad Beck,32027,Chad Beck,,BECK19850117A,52248,9071,Chad Beck,"Beck, Chad",R,R,,"Beck, Chad",,,,,3999,
beckejo02,Josh Beckett,"May 15, 1980",Josh,Beckett,LAD,NL,P,510,Josh Beckett,277417,Josh Beckett,174887,Josh Beckett,beckj002,beckejo02,6403,Josh Beckett,4242,Josh Beckett,,BECKETT19800515A,489,6403,Josh Beckett,"Beckett, Josh",R,R,,"Beckett, Josh",,,,Josh Beckett,14652,
beckhgo01,Gordon Beckham,"Sep 16, 1986",Gordon,Beckham,SF,NL,2B,9015,Gordon Beckham,493596,Gordon Beckham,1660445,Gordon Beckham,beckg001,beckhgo01,8422,Gordon Beckham,30117,Gordon Beckham,Gordon Beckham,BECKHAM19860916A,58057,8422,Gordon Beckham,"Beckham, Gordon",R,R,Gordon Beckham,"Beckham, Gordon",10461,Gordon Beckham,5326,Gordon Beckham,8864,
beckhti01,Tim Beckham,"Jan 27, 1990",Tim,Beckham,TB,AL,SS,7949,Tim Beckham,542921,Tim Beckham,1663586,Tim Beckham,beckt001,beckhti01,8691,Tim Beckham,30212,Tim Beckham,,BECKHAM19900127A,58058,8691,Tim Beckham,"Beckham, Tim",R,R,,"Beckham, Tim",,Tim Beckham,11326,Tim Beckham,18058,
bedarer01,Erik Bedard,"Mar 6, 1979",Erik,Bedard,TB,AL,P,126,Erik Bedard,407853,Erik Bedard,288939,Erik Bedard,bedae001,bedarer01,6910,Erik Bedard,5099,Erik Bedard,,BEDARD19790306A,1195,6910,Erik Bedard,"Bedard, Erik",L,L,,"Bedard, Erik",,,,,14355,
bedroca01,Cam Bedrosian,"Oct 2, 1991",Cam,Bedrosian,LAA,AL,P,13360,Cam Bedrosian,592135,Cam Bedrosian,1757977,Cam Bedrosian,bedrc001,bedroca01,9722,Cam Bedrosian,31716,Cam Bedrosian,,,66930,9722,Cam Bedrosian,"Bedrosian, Cam",R,R,,"Bedrosian, Cam",,Cam Bedrosian,53048,Cam Bedrosian,14689,
beeleda01,Dallas Beeler,"Jun 12, 1989",Dallas,Beeler,CHC,NL,P,11471,Dallas Beeler,542923,Dallas Beeler,2107831,Dallas Beeler,beeld001,beeleda01,9749,,33099,Dallas Beeler,,,65949,9749,Dallas Beeler,"Beeler, Dallas",R,R,,"Beeler, Dallas",,Dallas Beeler,53038,Dallas Beeler,14728,
belisma01,Matt Belisle,"Jun 6, 1980",Matt,Belisle,WAS,NL,P,1837,Matt Belisle,279571,Matt Belisle,174984,Matt Belisle,belim001,belisma01,7240,Matt Belisle,5829,Matt Belisle,,BELISLE19800606A,31338,7240,Matt Belisle,"Belisle, Matt",R,R,,"Belisle, Matt",,Matt Belisle,5829,Matt Belisle,7210,
belisro01,Ronald Belisario,"Dec 31, 1982",Ronald,Belisario,TB,AL,P,2203,Ronald Belisario,430613,Ronald Belisario,448908,Ronald Belisario,belir001,belisro01,8442,Ronald Belisario,29680,Ronald Belisario,,BELIZARIO19821231A,32630,8442,Ronald Belisario,"Belisario, Ronald",R,R,,"Belisario, Ronald",,,,,3940,
belivje01,Jeff Beliveau,"Jan 17, 1987",Jeff,Beliveau,TB,AL,P,8504,Jeff Beliveau,542924,Jeff Beliveau,1915127,Jeff Beliveau,belij001,belivje01,9246,Jeff Beliveau,32037,Jeff Beliveau,,BELIVEAU19870117A,58059,9246,Jeff Beliveau,"Beliveau, Jeff",L,L,,"Beliveau, Jeff",,Jeff Beliveau,17029,Jeff Beliveau,5802,
bellhe01,Heath Bell,"Sep 29, 1977",Heath,Bell,WAS,NL,P,2080,Heath Bell,425514,Heath Bell,383399,Heath Bell,bellh001,bellhe01,7418,Heath Bell,6084,Heath Bell,,BELL19770929A,31497,7418,Heath Bell,"Bell, Heath",R,R,,"Bell, Heath",,,,,15221,
bellico01,Cody Bellinger,"Jul 13, 1995",Cody,Bellinger,LAD,NL,1B,sa737794,Cody Bellinger,641355,Cody Bellinger,,,,bellico01,,,33912,Cody Bellinger,,,,,,,L,L,,"Bellinger, Cody",,,,,19328,
belljo02,Josh Bell,"Aug 14, 1992",Josh,Bell,PIT,NL,1B,13145,Josh Bell,605137,Josh Bell,1940495,,,belljo02,9883,,32517,Josh Bell,,,70775,,,"Bell, Josh",B,R,,"Bell, Josh",,,,,18152,
belowdu01,Duane Below,"Nov 15, 1985",Duane,Below,MIA,NL,P,3124,Duane Below,502102,Duane Below,1784663,Duane Below,belod001,belowdu01,8993,Duane Below,3132,Duane Below,,BELOW19851115A,50127,8993,Duane Below,"Below, Duane",L,L,,"Below, Duane",,,,,2975,
beltbr01,Brandon Belt,"Apr 20, 1988",Brandon,Belt,SF,NL,1B,10264,Brandon Belt,474832,Brandon Belt,1757973,Brandon Belt,beltb001,beltbr01,8795,Brandon Belt,30901,Brandon Belt,Brandon Belt,BELT19880420A,65767,8795,Brandon Belt,"Belt, Brandon",L,L,Brandon Belt,"Belt, Brandon",11095,Brandon Belt,12900,Brandon Belt,8651,3643
beltrad01,Adrian Beltre,"Apr 7, 1979",Adrian,Beltre,TEX,AL,3B,639,Adrian Beltre,134181,Adrian Beltre,11491,Adrian Beltre,belta001,beltrad01,6039,Adrian Beltre,3878,Adrian Beltre,Adrian Beltre,BELTRE19790407A,340,6039,Adrian Beltre,"Beltre, Adrian",R,R,Adrian Beltre,"Beltre, Adrian",5617,Adrian Beltre,5832,Adrian Beltre,15217,305
beltrca01,Carlos Beltran,"Apr 24, 1977",Carlos,Beltran,TEX,AL,OF,589,Carlos Beltran,136860,Carlos Beltran,18817,Carlos Beltran,beltc001,beltrca01,6132,Carlos Beltran,3971,Carlos Beltran,Carlos Beltran,BELTRAN19770424A,1358,6132,Carlos Beltran,"Beltran, Carlos",B,R,Carlos Beltran,"Beltran, Carlos",5887,Carlos Beltran,5831,Carlos Beltran,9138,289
beninan01,Andrew Benintendi,"Jul 6, 1994",Andrew,Benintendi,BOS,AL,OF,17901,Andrew Benintendi,643217,Andrew Benintendi,2184354,,,beninan01,10159,,34986,Andrew Benintendi,,,105574,,,,L,L,,"Benintendi, Andrew",,,,,,
benoijo01,Joaquin Benoit,"Jul 26, 1977",Joaquin,Benoit,PHI,NL,P,1437,Joaquin Benoit,276542,Joaquin Benoit,174659,Joaquin Benoit,benoj001,benoijo01,6659,Joaquin Benoit,4588,Joaquin Benoit,,BENOIT19770726A,1250,6659,Joaquin Benoit,"Benoit, Joaquin",R,R,Joaquin Benoit,"Benoit, Joaquin",6329,Joaquin Benoit,5834,Joaquin Benoit,5684,677
bensojo01,Joe Benson,"Mar 5, 1988",Joe,Benson,N/A,N/A,OF,2845,Joe Benson,501994,Joe Benson,,,,bensojo01,,,30849,Joe Benson,,,,,,"Benson, Joe",R,R,,,,,,,3339,
berkmla01,Lance Berkman,"Feb 10, 1976",Lance,Berkman,N/A,N/A,1B,548,Lance Berkman,204020,Lance Berkman,22419,Lance Berkman,berkl001,berkmla01,6279,Lance Berkman,4118,Lance Berkman,,BERKMAN19760210A,6,6279,Lance Berkman,"Berkman, Lance",B,L,,"Berkman, Lance",,,,,12671,
bernaro01,Roger Bernadina,"Jun 12, 1984",Roger,Bernadina,LAD,NL,OF,6421,Roger Bernadina,465668,Roger Bernadina,547419,Roger Bernadina,bernr001,bernaro01,8288,Roger Bernadina,29173,Roger Bernadina,,BERNADINA19840612A,45390,8288,Roger Bernadina,"Bernadina, Roger",L,L,Roger Bernadina,"Bernadina, Roger",,,,,18051,
berrijo01,Jose Berrios,"May 27, 1994",Jose,Berrios,MIN,AL,P,14168,Jose Berrios,621244,Jose Berrios,2044503,,,berrijo01,9872,,32811,Jose Berrios,,,100574,,,"Berrios, Jose",R,R,Jose Berrios,,,Jose Berrios,60639,Jose Berrios,,
berryqu01,Quintin Berry,"Nov 21, 1984",Quintin,Berry,CHC,NL,OF,9414,Quintin Berry,450641,Quintin Berry,1603009,Quintin Berry,berrq001,berryqu01,9194,Quintin Berry,30418,Quintin Berry,,BERRY19841121A,52341,9194,Quintin Berry,"Berry, Quintin",L,L,,"Berry, Quintin",,,,,2612,
betande01,Dellin Betances,"Mar 23, 1988",Dellin,Betances,NYY,AL,P,6216,Dellin Betances,476454,Dellin Betances,1623765,Dellin Betances,betad001,betande01,9063,Dellin Betances,31122,Dellin Betances,,BETANCES19880323A,49775,9063,Dellin Betances,"Betances, Dellin",R,R,Dellin Betances,"Betances, Dellin",9622,Dellin Betances,13183,Dellin Betances,6446,3641
betanra01,Rafael Betancourt,"Apr 29, 1975",Rafael,Betancourt,COL,NL,P,177,Rafael Betancourt,429783,Rafael Betancourt,223412,Rafael Betancourt,betar001,betanra01,6146,Rafael Betancourt,3985,Rafael Betancourt,,BETANCOUR19750429A,32749,6146,Rafael Betancourt,"Betancourt, Rafael",R,R,,"Betancourt, Rafael",,,,Rafael Betancourt,12286,
betanyu01,Yuniesky Betancourt,"Jan 31, 1982",Yuniesky,Betancourt,N/A,N/A,2B,8585,Yuniesky Betancourt,435358,Yuniesky Betancourt,541865,Yuniesky Betancourt,betay001,betanyu01,7511,Yuniesky Betancourt,6218,Yuniesky Betancourt,,BETANCOUR19820000A,45619,7511,Yuniesky Betancourt,"Betancourt, Yuniesky",R,R,,"Betancourt, Yuniesky",,,,,12345,
betemwi01,Wilson Betemit,"Nov 2, 1981",Wilson,Betemit,BAL,AL,3B,1861,Wilson Betemit,400140,Wilson Betemit,212252,Wilson Betemit,betew001,betemwi01,6811,Wilson Betemit,4968,Wilson Betemit,Wilson Betemit,BETEMIT19811102A,19093,6811,Wilson Betemit,"Betemit, Wilson",B,R,,"Betemit, Wilson",,,,,5528,
bethach01,Christian Bethancourt,"Sep 2, 1991",Christian,Bethancourt,SD,NL,C,10028,Christian Bethancourt,542194,Christian Bethancourt,1718084,Christian Bethancourt,bethc001,bethach01,9530,,31758,Christian Bethancourt,,BETANCOUR19910902A,60747,9530,Christian Bethancourt,"Bethancourt, Christian",R,R,Christian Bethancourt,"Bethancourt, Christian",11209,Christian Bethancourt,13326,Christian Bethancourt,18048,
bettich01,Chad Bettis,"Apr 26, 1989",Chad,Bettis,COL,NL,P,10587,Chad Bettis,518452,Chad Bettis,1941511,Chad Bettis,bettc001,bettich01,9478,Chad Bettis,31718,Chad Bettis,,BETTIS19890426A,65855,9478,Chad Bettis,"Bettis, Chad",R,R,,"Bettis, Chad",,Chad Bettis,17124,Chad Bettis,13688,4428
bettsmo01,Mookie Betts,"Oct 7, 1992",Mookie,Betts,BOS,AL,OF,13611,Mookie Betts,605141,Mookie Betts,2106654,Mookie Betts,bettm001,bettsmo01,9552,Mookie Betts,33039,Mookie Betts,,BETTS19921007A,70430,9552,Mookie Betts,"Betts, Mookie",R,R,Mookie Betts,"Betts, Mookie",12925,Mookie Betts,39151,Mookie Betts,18276,4673
biancje01,Jeff Bianchi,"Oct 5, 1986",Jeff,Bianchi,BOS,AL,SS,9958,Jeff Bianchi,488703,Jeff Bianchi,1725410,Jeff Bianchi,bianj001,biancje01,9234,Jeff Bianchi,31760,Jeff Bianchi,Jeff Bianchi,BIANCHI19861005A,45704,9234,Jeff Bianchi,"Bianchi, Jeff",R,R,Jeff Bianchi,"Bianchi, Jeff",,Jeff Bianchi,13401,,18047,
billich01,Chad Billingsley,"Jul 29, 1984",Chad,Billingsley,PHI,NL,P,5842,Chad Billingsley,451532,Chad Billingsley,584799,Chad Billingsley,billc001,billich01,7705,Chad Billingsley,6476,Chad Billingsley,,BILLINGSL19840729A,45503,7705,Chad Billingsley,"Billingsley, Chad",R,R,Chad Billingsley,"Billingsley, Chad",7635,Chad Billingsley,5774,Chad Billingsley,15300,
birdgr01,Greg Bird,"Nov 9, 1992",Greg,Bird,NYY,AL,1B,14131,Gregory Bird,595885,Greg Bird,2040761,Greg Bird,,birdgr01,9600,Greg Bird,32695,Greg Bird,,,70388,9600,Greg Bird,"Bird, Greg",L,R,Greg Bird,"Bird, Greg",,,,,18266,
bixlebr01,Brian Bixler,"Oct 22, 1982",Brian,Bixler,HOU,AL,2B,8055,Brian Bixler,444448,Brian Bixler,1099498,Brian Bixler,bixlb001,bixlebr01,8214,Brian Bixler,29089,Brian Bixler,,BIXLER19821022A,45731,8214,Brian Bixler,"Bixler, Brian",R,R,,"Bixler, Brian",,,,,457,
blackch02,Charlie Blackmon,"Jul 1, 1986",Charlie,Blackmon,COL,NL,OF,7859,Charlie Blackmon,453568,Charlie Blackmon,1800284,Charlie Blackmon,blacc001,blackch02,8957,Charlie Blackmon,31084,Charlie Blackmon,Charlie Blackmon,BLACKMON19860701A,52804,8957,Charlie Blackmon,"Blackmon, Charlie",L,L,Charlie Blackmon,"Blackmon, Charlie",10554,Charlie Blackmon,13229,Charlie Blackmon,8259,3740
blackcl01,Clayton Blackburn,"Jan 6, 1993",Clayton,Blackburn,SF,NL,P,sa598302,Clayton Blackburn,607185,Clayton Blackburn,1947853,,,blackcl01,9624,,32172,Clayton Blackburn,,,70546,,,,L,R,,"Blackburn, Clayton",,,,Clayton Blackburn,18208,
blackni01,Nick Blackburn,"Feb 24, 1982",Nick,Blackburn,N/A,N/A,P,4270,Nick Blackburn,448147,Nick Blackburn,1262918,Nick Blackburn,blacn001,blackni01,8120,Nick Blackburn,28889,Nick Blackburn,,BLACKBURN19820224A,32817,8120,Nick Blackburn,"Blackburn, Nick",R,R,,"Blackburn, Nick",,,,,3228,
blacktr01,Travis Blackley,"Nov 4, 1982",Travis,Blackley,TEX,AL,P,3234,Travis Blackley,429715,Travis Blackley,392325,Travis Blackley,blact001,blacktr01,7369,Travis Blackley,6018,Travis Blackley,,BLACKLEY19821104A,31670,7369,Travis Blackley,"Blackley, Travis",L,L,,"Blackley, Travis",,,,,926,
blackvi01,Vic Black,"May 23, 1988",Vic,Black,NYM,NL,P,9195,Vic Black,502195,Vic Black,2027411,Vic Black,blacv001,blackvi01,9469,Vic Black,31764,Vic Black,,BLACK19880523A,61032,9469,Vic Black,"Black, Vic",R,R,,"Black, Vic",11009,Victor Black,,,12231,
blairaa01,Aaron Blair,"May 26, 1992",Aaron,Blair,ATL,NL,P,14934,Aaron Blair,594760,Aaron Blair,2066705,,,blairaa01,9852,,33186,Aaron Blair,,,68746,,,,R,R,,"Blair, Aaron",,Aaron Blair,60626,Aaron Blair,,
blakeca01,Casey Blake,"Aug 23, 1973",Casey,Blake,N/A,N/A,3B,719,Casey Blake,232694,Casey Blake,21493,Casey Blake,blakc001,blakeca01,,,4149,Casey Blake,,BLAKE19730823A,1463,,,"Blake, Casey",R,R,,"Blake, Casey",,,,,15255,
blancan01,Andres Blanco,"Apr 11, 1984",Andres,Blanco,PHI,NL,2B,1907,Andres Blanco,433217,Andres Blanco,392116,,,blancan01,7313,,,,,,32835,,,,B,R,,"Blanco, Andres",,Andres Blanco,5841,Andres Blanco,751,
